"possession","period","tiempo","resultado","team.name","n","x_inicio","y_inicio","y_fin","n_eventos","n_pases","n_pasesC","n_traslados","n_driblesE","prom_av_p","prom_av_t","n_jugadores","n_centros","n_cdf","n_pases_arearival","n_ingresos_arearival","inicia_golero","reinicio_juego","zona_inicio","nzonas","vel_media_p","vel_media_c","vert_tot","horiz_tot","dist.promP","dist.promC","dist.medP","dist.medC","n_eq","mundial","prop_tiempo","tiempo_aj_pos","exito","grupo","exito_num","dataset"
45,1,10.843,"empate","Australia",4,68.9,0,7.29999999999999,2,2,1,0,0,22.65,0,2,0,0,0,0,0,1,16,3,6.015,0,25.2999999999999,7.29999999999999,42.275188,0,42.275188,0,4,"M",0.00905242945399902,0.0707780738002865,"0","Grupo B",1,"train"
192,2,24.8450000000002,"ganando","Australia",4,9.9,38.2999999999999,20.7999999999999,4,1,0,1,0,66.9,6,2,0,0,0,0,1,0,3,2,14.47,0.25,67.7999999999999,-17.5,70.362274,6.00333240792145,70.362274,6.00333240792145,4,"M",0.0207421940223745,0.162176634102012,"0","Grupo A",1,"train"
74,1,2.41100000000005,"perdiendo","Morocco",6,67.9,79.9,70.0999999999999,5,1,1,1,0,18.9,0,3,0,0,0,0,0,1,20,2,16.7199999999999,0,17.8999999999999,-9.80000000000001,20.484629,0,20.484629,0,5,"F",0.00311604589156272,0.00940899907951732,"0","Grupo B",1,"train"
142,1,2.07900000000017,"ganando","Netherlands",4,90.8,25.1,41.8999999999999,4,1,1,0,0,2.8,0,3,0,0,0,0,0,0,22,2,2.47,0,-86.8999999999999,16.7999999999999,5.905929,0,5.905929,0,3,"M",0.00097758237624469,0.0196632922229864,"1","Grupo B",0,"train"
65,1,62.9450000000001,"perdiendo","Australia",64,44.9,57.7999999999999,64.7999999999999,5,22,21,19,0,2.24,0.32,8,0,0,0,0,0,0,14,10,6.95954545454545,0.406842105263158,2.7,7,17.5170924318181,3.46246215182271,15.653887,2.05182845286832,63,"M",0.0434157343670249,0.403478497560223,"0","Grupo A",1,"train"
100,2,8.21500000000014,"perdiendo","England",15,33.7,27.1,10.5999999999999,8,3,3,3,1,11.47,0.87,6,0,0,0,0,0,0,7,3,7.38,3.21333333333333,37,-16.5,14.0884495333333,3.63993371315234,14.128341,5.05667875190821,11,"F",0.00629944566411814,0.0579326346889298,"1","Grupo A",0,"train"
92,2,13.3160000000002,"empate","Ghana",18,6,44,60.6,3,7,6,4,0,2.21,0.45,5,0,0,0,0,1,1,3,5,5.61142857142857,0.5425,14.8999999999999,16.6,15.446501,2.40971311593187,14.46271,2.54676259639103,18,"M",0.0102209289562542,0.0857685884161499,"0","Grupo A",1,"train"
136,2,10.2620000000006,"perdiendo","Morocco",7,58.2,9.9,10.7999999999999,5,2,2,1,0,9.85,17.3,4,0,0,0,0,0,1,11,4,4.38,8.58,58.3999999999999,0.899999999999991,13.13616585,17.7341478509681,13.13616585,17.7341478509681,6,"M",0.00481960530147219,0.105225112494274,"0","Grupo B",1,"train"
28,1,17.8379999999999,"empate","Italy",17,77,50.2999999999999,7.5,5,5,4,5,0,4.56,-1.82,6,0,0,0,0,0,0,19,6,4.78,1.104,13.0999999999999,-42.7999999999999,17.188122,6.07552731894719,16.046183,4.6065171225124,16,"F",0.0104178408005817,0.164164441165799,"1","Grupo B",0,"train"
65,1,0.729000000000269,"perdiendo","Costa Rica",4,33.4,47.6,25.8999999999999,4,1,1,1,0,4.5,0.2,2,0,0,0,0,0,0,8,2,7.26,0.94,4.7,-21.7,21.868013,0.360555127546404,21.868013,0.360555127546404,4,"M",0.000670182135095729,0.00371904801970597,"0","Grupo A",1,"train"
118,2,12.0339999999996,"perdiendo","Philippines",18,21.8,24.7999999999999,28.1,5,5,4,5,0,8.08,2.58,7,0,0,0,0,0,0,7,5,5.936,2.056,50.6,3.3,16.3793222,3.20895548336892,17.189823,2.45153013442624,16,"F",0.0115419106398688,0.0560312983550263,"1","Grupo A",0,"train"
168,2,8.44900000000052,"empate","Sweden",12,2.2,21.2,32.7999999999999,5,3,2,3,0,18.43,-0.1,4,0,0,0,0,0,0,2,5,7.98666666666666,0.513333333333333,54.0999999999999,11.5999999999999,26.2957486666666,3.22763303266148,19.226284,1.36014705087354,11,"F",0.00741158554771568,0.0535470553027311,"1","Grupo A",0,"train"
106,2,9.57600000000002,"perdiendo","Australia",9,59.1,79.9,62.8999999999999,4,3,2,2,0,13.23,4.65,5,0,0,0,0,0,1,15,4,7.56333333333333,2.455,43.8,-17,18.3352853333333,9.34642145918328,15.616978,9.34642145918328,8,"F",0.00687861358870979,0.0719745201578877,"1","Grupo B",0,"train"
172,2,2.39000000000032,"perdiendo","Ghana",3,7,35.8999999999999,9.9,3,1,0,0,0,57.9,0,3,0,0,0,0,1,1,3,2,21.1999999999999,0,48.7,-25.9999999999999,67.19539,0,67.19539,0,2,"M",0.00139421441851069,0.021843760056817,"0","Grupo A",1,"train"
142,2,14.8940000000002,"perdiendo","Costa Rica",8,6,36,73.9,3,3,2,2,0,4.3,13.1,4,0,0,0,0,1,1,3,4,2.33666666666666,1.7,35.3999999999999,37.9,22.5541583333333,13.2434758565288,23.742788,13.2434758565288,8,"F",0.00943973816673633,0.110253671875206,"0","Grupo A",1,"train"
145,2,11.295,"perdiendo","Mexico",15,60,40,13.7999999999999,8,3,3,2,1,1.4,2.45,6,0,0,0,0,0,1,13,3,3.71666666666666,1.72,14.2999999999999,-26.2,16.0017516666666,2.80968041978043,13.840881,2.80968041978043,10,"M",0.00885743412797998,0.0770803926580199,"1","Grupo B",0,"train"
124,1,13.5630000000001,"perdiendo","Qatar",13,106.9,0,46.1,6,3,3,3,0,-14.9,3.43,6,0,0,0,0,0,1,26,4,0,0.63,-34.4,46.1,18.8127233333333,16.4332303423824,15.288231,7.47261667690776,10,"M",0.00836767165510614,0.0977704269262427,"1","Grupo B",0,"train"
14,1,13.4579999999999,"perdiendo","Canada",18,45.7,0,20.6,4,5,4,4,0,1.48,-2.32,6,0,0,0,0,0,1,11,4,4.18,1.32,-5.1,20.6,13.19161654,6.74615548623673,13.881283,4.54244205087663,15,"M",0.00704314541494267,0.142722070199005,"0","Grupo A",1,"train"
23,1,6.17999999999995,"empate","Wales",9,23.8,30,58,4,3,2,1,0,7.33,0,4,0,0,0,0,0,0,8,3,5.45666666666666,0,15.6999999999999,28,18.3211338666666,0.899999999999998,9.239589,0.899999999999998,8,"M",0.00583287400237085,0.0364589759523186,"1","Grupo A",0,"train"
128,2,26.8209999999994,"empate","Croatia",36,64.5,19.6,57.7999999999999,3,13,12,10,0,3.42,-0.11,9,0,0,0,0,0,1,17,10,4.5876923076923,0.066,22.7999999999999,38.1999999999999,16.2064551384615,1.82502611926103,12.728315,0,36,"M",0.0113556545621819,0.222944672650358,"0","Grupo B",1,"train"
6,1,2.30299999999999,"ganando","Panama",3,33.4,79.9,76.2,3,1,1,0,0,7.5,0,2,0,0,0,0,0,1,10,2,3.44,0,13.3,-3.7,11.112605,0,11.112605,0,3,"F",0.00325567587435324,0.00948496445298679,"0","Grupo A",1,"train"
33,1,6.37999999999999,"empate","Sweden",7,78.2,0,7.59999999999999,6,1,1,1,0,23,8.7,3,0,0,0,0,0,1,16,3,6.86,5.88,31.7,7.59999999999999,23.221542,8.71435597161374,23.221542,8.71435597161374,5,"F",0.00559662868912571,0.0404343961216005,"0","Grupo B",1,"train"
7,1,17.0939999999999,"empate","Belgium",15,30,56.8999999999999,58.3999999999999,3,6,5,4,0,3.43,0,5,0,1,0,0,0,1,9,6,4.86666666666666,0,-18.8,1.5,34.0014278333333,1.275,34.812948,0,15,"M",0.0107764000998585,0.136556504581184,"0","Grupo A",1,"train"
171,2,25.9410000000007,"perdiendo","Germany",34,12.7,36.2,34.5,6,11,11,7,0,6.35,2.99,12,0,0,0,0,1,0,3,11,7.44090909090909,1.61571428571429,95.0999999999999,-1.7,13.9363307727272,3.81727198714696,10.762899,1.0295630140987,30,"F",0.0123155702876722,0.28709478119473,"1","Grupo A",0,"train"
172,2,28.4010000000002,"ganando","Netherlands",28,10.9,38.6,18.1,5,9,8,9,0,4.28,3.33,7,0,0,0,0,1,0,3,7,4.28333333333333,0.936666666666667,54.6,-20.5,18.1330536111111,4.51077201201063,15.261062,2.10237960416286,27,"M",0.0133546498642248,0.268618163744587,"0","Grupo A",1,"train"
100,2,37.65,"empate","Belgium",42,6,44,38,6,12,12,10,0,4.68,2.82,15,0,0,1,0,1,1,3,13,3.89666666666666,1.662,-4.79999999999999,-6,21.30296575,6.95376279942137,18.5331545,4.24691975837948,35,"M",0.0193882479924281,0.313438481954165,"1","Grupo A",0,"train"
171,2,9.3100000000004,"ganando","Italy",10,23.5,63.2999999999999,77.7,7,2,2,2,0,7.65,6,4,0,0,0,0,0,0,10,3,3.26,3.65,26.6,14.4,22.7865725,6.07470767916473,22.7865725,6.07470767916473,8,"F",0.00501679900202904,0.0967404127885818,"1","Grupo A",0,"train"
62,1,1.10599999999999,"empate","Spain",3,57.8,54.7999999999999,70.7,3,1,1,1,0,-0.4,0,2,0,0,0,0,0,0,14,2,0,0,-0.399999999999998,15.9,15.90503,0,15.90503,0,3,"M",0.000333071132670723,0.0140955128670118,"0","Grupo B",1,"train"
96,1,2.96500000000014,"empate","Nigeria",5,22.5,0,4.79999999999999,5,1,1,1,0,17.3,0,3,0,0,0,0,0,1,6,2,11.21,0,17.2999999999999,4.79999999999999,18.310926,1.2,18.310926,1.2,4,"F",0.00151353735374464,0.0253742532296462,"1","Grupo A",0,"train"
134,2,3.30000000000018,"ganando","Switzerland",5,21.4,49.5,57.8999999999999,5,1,0,0,0,17.9,0,3,0,0,0,0,0,0,8,2,11.2799999999999,0,15.2,8.39999999999999,19.112823,0,19.112823,0,4,"M",0.00234991853615754,0.0244231416248227,"1","Grupo A",0,"train"
127,2,2.24600000000009,"perdiendo","Colombia",4,26.6,77.0999999999999,74.5999999999999,4,0,0,1,0,0,-0.8,2,0,0,0,0,0,0,10,1,0,0,-0.8,-2.5,0,2.62488094968133,0,2.62488094968133,3,"F",0.0011630526247654,0.0236876317145627,"1","Grupo A",0,"train"
41,1,1.27499999999986,"ganando","Spain",2,53.3,0,8.2,2,1,1,0,0,-5.8,0,2,0,0,0,0,0,1,11,1,0,0,-5.79999999999999,8.2,10.043903,0,10.043903,0,2,"F",0.000480821265348046,0.0158834264136226,"0","Grupo B",1,"train"
53,1,27.1199999999998,"empate","Sweden",22,38.1,14.4,54.6,6,6,6,6,0,2.02,5.33,7,0,0,0,0,0,0,6,10,5.20166666666666,1.33333333333333,44.1,40.1999999999999,25.4444521666666,6.81432140038642,26.4977175,6.49610682439076,19,"F",0.0154605499440752,0.227902258148243,"1","Grupo A",0,"train"
145,2,9.53899999999975,"perdiendo","France",12,55.1,23.8999999999999,62.5,4,4,3,3,0,14.28,2.6,5,0,0,0,0,0,0,12,5,8.24499999999999,1.11666666666667,51.8,38.6,17.716012825,6.70836976356705,12.4695395,5.37587202228623,11,"M",0.00451296074637235,0.105803380452003,"1","Grupo B",0,"train"
54,1,1.64999999999986,"empate","Netherlands",3,18.7,42,57.7,3,1,1,1,0,-3.3,0,2,0,0,0,0,0,0,8,2,0,0,-3.29999999999999,15.7,16.043068,0,16.043068,0,3,"M",0.000733305304774958,0.0139792509531496,"0","Grupo A",1,"train"
155,2,29.0909999999994,"empate","Croatia",29,25.3,77.7,79.5,5,9,8,8,0,3.87,4.05,10,0,0,0,0,0,0,10,10,3.98111111111111,1.86625,57.5,1.79999999999999,20.6772502222222,7.706820039555,20.811775,3.35296980583139,27,"M",0.0106430539722212,0.298437059442801,"1","Grupo A",0,"train"
55,1,20.8920000000002,"ganando","Brazil",18,10.9,79.9,40.1,6,6,6,3,0,9.02,14.07,8,1,0,1,0,0,1,5,7,6.37333333333333,5.57666666666667,-9.7,-39.8,16.6488196666666,17.1483563444443,16.398995,14.7054411698527,16,"M",0.0109981048641821,0.183081559557356,"1","Grupo A",0,"train"
30,1,9.06200000000001,"empate","Qatar",10,47.3,53.5,25.2,5,3,2,2,0,3.07,0.5,5,0,0,0,0,0,0,14,4,5.31,0.195,10.2,-28.2999999999999,32.1148446666666,1.22268120235368,33.719135,1.22268120235368,9,"M",0.00559078673881673,0.0653244568904819,"1","Grupo A",0,"train"
126,2,14.1419999999998,"empate","Australia",18,14.2,47.2999999999999,36.8999999999999,7,4,4,5,0,12.55,8.26,8,0,0,0,1,0,0,3,6,9.03999999999999,3.03,-10.1999999999999,-10.3999999999999,16.79499425,9.17280818977675,12.5101035,6.57343137181792,15,"M",0.0140031170847532,0.0696812011723315,"1","Grupo A",0,"train"
156,2,3.6300000000001,"perdiendo","Denmark",5,74.2,44.5,41.2,5,0,0,1,0,0,11.7,2,0,0,0,0,0,0,18,2,0,4.3,11.7,-3.29999999999999,0,12.1564797536128,0,12.1564797536128,3,"F",0.00194994810881898,0.0343430392468978,"1","Grupo B",0,"train"
96,1,9.02399999999988,"empate","Denmark",8,52.7,8.29999999999999,57.7999999999999,3,4,3,1,0,5.2,-1.2,3,0,0,0,0,0,1,11,4,32.7524999999999,0,-14.9,49.5,27.82297825,13.7524543264102,27.2226365,13.7524543264102,8,"M",0.00447177637153797,0.0914145697933364,"0","Grupo B",1,"train"
81,1,10.614,"perdiendo","South Africa",11,59.9,43.2999999999999,19.7,4,4,3,2,0,10.65,-2.35,6,0,0,0,0,0,1,13,4,4.615,0,41.3,-23.5999999999999,25.19530075,2.37592087410334,27.9823615,2.37592087410334,10,"F",0.0105469844607365,0.0511932669233461,"0","Grupo B",1,"train"
100,2,6.99499999999989,"perdiendo","Costa Rica",13,64.6,36,54.2,6,3,3,3,0,12.27,-2.77,6,0,0,0,0,0,1,18,4,8.25666666666666,2.77,28.5,18.2,19.2833176666666,6.77245431170715,16.082289,2.80713376952363,10,"F",0.00451386715485687,0.0671320023466605,"1","Grupo B",0,"train"
33,1,4.34199999999998,"empate","China PR",6,27.8,33.7999999999999,63.1,6,1,1,1,0,12.6,10.2,3,0,0,0,0,0,0,8,3,7.25,4.92,22.8,29.3,29.795301,10.4560986988455,29.795301,10.4560986988455,4,"F",0.00281170815479547,0.0362857577471579,"1","Grupo A",0,"train"
20,1,28.399,"empate","Japan",34,45.3,37.7999999999999,38.2999999999999,7,8,8,9,0,5.14,2.33,14,0,0,0,1,0,0,13,8,5.34125,8.42,-39.8999999999999,0.5,23.14070695,6.55265274554087,20.947884,6.39531078212779,27,"F",0.0336851419570333,0.103845442683326,"1","Grupo A",0,"train"
163,2,3.72100000000045,"ganando","Australia",8,21.2,0,18,6,2,2,1,0,14.45,7.9,4,0,0,0,0,0,1,6,3,6.97,24.69,36.5999999999999,18,18.9970205,7.9227520471109,18.9970205,7.9227520471109,6,"M",0.00310652863583273,0.0242889617827996,"1","Grupo A",0,"train"
17,1,1.46499999999997,"empate","Italy",5,71.3,0,3.9,5,1,1,1,0,21.4,2.5,3,0,0,0,0,0,1,16,2,17.92,10.94,23.9,3.9,21.609257,2.65706605111728,21.609257,2.65706605111728,4,"F",0.000855596859112676,0.0134825039975273,"0","Grupo B",1,"train"
35,1,13.8319999999999,"empate","Colombia",10,32.3,0,17.5,6,2,1,2,1,29.15,6.85,5,0,1,0,0,0,1,6,3,7.06,5.36,58,17.5,46.577993,6.93262379212492,46.577993,6.93262379212492,7,"F",0.00960437501779293,0.102444092125652,"1","Grupo A",0,"train"
89,1,4.01699999999982,"empate","Sweden",10,61.9,79.9,77.0999999999999,5,2,2,2,0,0.85,-0.1,3,0,0,0,0,0,1,20,1,20.35,3.7,6.8,-2.80000000000001,7.439073,2.14359225563082,7.439073,2.14359225563082,8,"F",0.00263112906680385,0.0259543512032451,"0","Grupo B",1,"train"
40,1,9.61400000000003,"empate","Costa Rica",12,32.7,65.5999999999999,68.2,4,4,3,3,0,4.52,0.47,6,0,0,0,0,0,0,10,3,3.58,0.306666666666667,24.0999999999999,2.6,13.692161,1.4643932474476,10.7185285,1.06301458127346,11,"F",0.00609330218443682,0.0711681751986186,"1","Grupo A",0,"train"
171,2,6.41600000000016,"perdiendo","Portugal",6,106,0,29.2999999999999,3,3,2,1,0,5.27,5.5,3,0,0,0,0,0,1,26,3,0.28,3.58,-26.2,29.2999999999999,29.74928,5.53263047744922,23.629854,5.53263047744922,6,"M",0.0026554851537438,0.0816515771732669,"0","Grupo B",1,"train"
26,1,11.1129999999999,"empate","Morocco",14,7,43.8999999999999,66.2999999999999,5,4,4,3,0,10.65,5.23,7,0,0,0,0,1,1,3,6,10.4725,6.03666666666667,58.2999999999999,22.3999999999999,22.25728725,6.06880451831109,22.5444715,7.78331548891601,12,"M",0.00929295598451976,0.0676209425968835,"1","Grupo A",0,"train"
50,1,71.5099999999999,"ganando","Japan",77,58,35.2999999999999,43.6,7,22,22,22,0,1.28,1.47,17,1,0,0,1,0,0,13,17,4.3140909090909,0.862727272727273,-56.3999999999999,8.3,19.7811436590909,3.43797814029135,20.309727,1.77776437900489,69,"F",0.0362154064623559,0.662476540276,"1","Grupo B",0,"train"
111,2,4.26700000000028,"empate","Germany",5,22.9,24.1,46,3,2,1,0,0,27.5,0,4,0,0,0,0,0,0,7,3,7.705,0,19.3,21.8999999999999,36.872982,0,36.872982,0,4,"M",0.00353274098310733,0.0273061442701395,"0","Grupo A",1,"train"
57,1,3.25800000000003,"perdiendo","Denmark",4,7,43.8999999999999,64.2999999999999,4,1,0,0,0,49.9,0,3,0,0,0,0,1,1,3,2,14.84,0,47.7999999999999,20.3999999999999,54.216694,0,54.216694,0,3,"F",0.00346183270996264,0.0161724681275942,"1","Grupo A",0,"train"
134,2,2.05099999999947,"perdiendo","Haiti",2,6,36,12.4,2,1,0,0,0,44.6,0,2,0,0,0,0,0,1,3,2,19.03,0,45,-23.5999999999999,50.18127,0,50.18127,0,2,"F",0.00214932968369902,0.00989887630384826,"0","Grupo A",1,"train"
83,2,4.7220000000002,"perdiendo","Australia",4,61.9,0,2.59999999999999,2,2,1,0,0,17.85,0,3,0,0,0,0,0,1,16,2,7.64,0,34.6,2.59999999999999,21.1044435,0,21.1044435,0,4,"F",0.00339189780345541,0.0354911950903884,"0","Grupo B",1,"train"
116,2,5.17599999999993,"perdiendo","Korea Republic",7,58.5,79.9,49.7,5,2,2,1,0,11.2,0.4,4,0,0,0,0,0,1,15,3,6.56,8.75,22.5999999999999,-30.2,24.083432,0.447213595499951,24.083432,0.447213595499951,6,"F",0.00280164352983265,0.0559140807393243,"0","Grupo B",1,"train"
67,1,1.52999999999974,"empate","Ghana",2,5.1,35.7,13.2,2,1,1,0,0,11.4,0,2,0,0,0,0,1,0,3,2,6.52,0,11.4,-22.5,25.223204,0,25.223204,0,2,"M",0.00117437828950631,0.00985475670446718,"0","Grupo A",1,"train"
18,1,1.06500000000005,"empate","Morocco",2,93.4,52.5,41.2999999999999,2,0,0,0,0,0,0,2,0,0,0,0,0,1,24,1,0,0,-92.4,-11.2,0,0,0,0,1,"M",0.00104217531835281,0.00417701518682867,"1","Grupo B",0,"train"
141,2,4.53999999999996,"empate","Croatia",3,55,54,3.9,3,1,1,1,0,43.8,7.3,2,0,1,0,0,0,0,14,2,8.44,4.56,43.7999999999999,-50.0999999999999,66.5466,7.29999999999999,66.5466,7.29999999999999,3,"M",0.00233328091160359,0.0378708975279702,"0","Grupo B",1,"train"
71,1,11.0099999999999,"perdiendo","Portugal",13,78.8,0,50.7,4,4,3,3,0,9.23,0.43,6,0,0,0,0,0,1,16,6,5.1375,0.386666666666667,30.5,50.7,18.16164095,6.66217498620829,17.3563725,5.80344725141876,11,"F",0.00895074650526598,0.0791349753164372,"1","Grupo B",0,"train"
65,1,0.84400000000005,"empate","Portugal",3,54.5,43.5,56.6,3,1,1,1,0,1.3,-0.2,2,0,0,0,0,0,0,13,2,1.35,0,1.29999999999999,13.1,13.164346,1.31529464379659,13.164346,1.31529464379659,3,"M",0.000349318807630899,0.0107409493663091,"0","Grupo B",1,"train"
79,2,1.2550000000001,"perdiendo","Australia",2,11.4,45.2999999999999,73.5999999999999,2,1,1,0,0,32.9,0,2,0,0,0,0,1,0,3,2,22.94,0,32.8999999999999,28.2999999999999,43.397003,0,43.397003,0,2,"M",0.000922736446619223,0.00768823478567458,"0","Grupo A",1,"train"
141,2,3.40799999999944,"perdiendo","Panama",4,7.7,39.2,31.7,4,1,0,0,0,66.4,0,3,0,0,0,0,1,1,3,3,17.84,0,62.0999999999999,-7.5,66.95461,0,66.95461,0,3,"F",0.00481777828041427,0.0140359352391549,"1","Grupo A",0,"train"
185,2,3.21299999999973,"ganando","Colombia",4,120,0,37.1,4,1,1,0,0,-5.3,0,3,0,1,0,0,0,1,26,2,0,0,-118.099999999999,37.1,48.788727,0,48.788727,0,3,"F",0.00222044690899674,0.0304330381167171,"1","Grupo B",0,"train"
16,1,6.81999999999999,"empate","England",2,7,43.8999999999999,5.59999999999999,2,1,0,0,0,67.7,0,2,0,0,0,0,1,1,3,2,8.69,0,67.7,-38.3,77.782906,0,77.782906,0,2,"F",0.00522972847587156,0.0480950174776012,"0","Grupo A",1,"train"
94,2,8.01200000000017,"perdiendo","Panama",10,38.5,54.2,25.8999999999999,6,2,1,2,1,20.7,6.4,4,0,0,0,0,0,0,9,3,7.625,4.155,47.0999999999999,-28.3,28.628601,8.18006690994273,28.628601,8.18006690994273,7,"F",0.0113263026944502,0.0329976270939348,"1","Grupo A",0,"train"
102,2,13.4839999999999,"perdiendo","Australia",16,62.9,56.5,75.7999999999999,5,5,4,4,0,3.08,0.25,6,0,0,0,0,0,0,19,6,4.252,0.2925,11,19.2999999999999,19.8158116,1.74414071185067,17.440184,1.05,15,"F",0.00873632923858389,0.114707769722266,"0","Grupo B",1,"train"
135,2,0.977000000000771,"empate","United States",3,37.2,33,16,3,1,1,1,0,10.3,0,2,0,0,0,0,0,0,8,2,9.22,0,10.2999999999999,-17,19.876871,0,19.876871,0,3,"M",0.000641848945417069,0.00715620389193908,"0","Grupo A",1,"train"
11,1,15.548,"perdiendo","Morocco",22,39.7,4.09999999999999,6.29999999999999,7,5,5,6,0,8.04,2.4,6,0,0,0,0,0,0,11,5,88.9359999999999,1.85833333333333,57.5,2.2,19.7621052,4.40215106503367,10.890363,3.9849925066389,19,"M",0.00730220456317337,0.159427017059138,"1","Grupo A",0,"train"
136,2,1.82299999999941,"perdiendo","Qatar",4,11.6,68.0999999999999,72.7999999999999,4,0,0,1,0,0,2.1,2,0,0,0,0,0,0,5,1,0,1.01,2.09999999999999,4.7,0,5.1478150704935,0,5.1478150704935,3,"M",0.00132918803599483,0.0142613407452308,"1","Grupo A",0,"train"
166,3,13.0330000000003,"empate","Spain",14,28.7,73.4,14.4,4,5,4,4,0,11.86,-3,5,0,0,0,0,0,0,10,7,5.25,0.3025,-17.2999999999999,-59,27.7277804,5.96001659402569,18.848873,3.53477827242717,14,"M",0.00392487890786408,0.166100198187858,"0","Grupo A",1,"train"
147,2,4.2539999999999,"empate","Portugal",2,6,44,22,2,1,0,0,0,76.5,0,2,0,0,0,0,1,1,3,2,15.74,0,76.5,-22,79.60056,0,79.60056,0,2,"M",0.00208694218816914,0.0433318132305509,"0","Grupo A",1,"train"
98,2,4.3789999999999,"empate","Switzerland",3,47.8,0,19.1,2,2,1,0,0,28.25,0,2,0,0,0,0,0,1,11,2,7.3,0,16,19.1,32.821845,0,32.821845,0,3,"F",0.0027723910622518,0.0345268013915255,"0","Grupo A",1,"train"
32,1,29.649,"empate","Australia",29,45.5,63.3999999999999,20.7,5,8,7,8,0,5.59,3.7,9,0,0,0,0,0,0,15,9,4.00875,1.15625,66.0999999999999,-42.6999999999999,23.3096230625,5.68488421201775,15.20766825,3.69009345590327,25,"F",0.0157193807680542,0.315558992070038,"1","Grupo A",0,"train"
160,2,4.41499999999996,"empate","Netherlands",11,7.2,0,6.29999999999999,4,4,3,1,0,6.02,-1.9,4,0,0,0,0,0,1,1,2,6.8625,0,20.1,6.29999999999999,14.2300885,2.68700576850888,13.6990575,2.68700576850888,9,"F",0.00242925182345197,0.040593098513498,"1","Grupo A",0,"train"
109,2,1.317,"empate","France",5,54.8,0,4.2,3,2,1,1,0,3.85,0.2,3,0,0,0,0,0,1,11,2,5.15499999999999,2.19,2.3,4.2,8.37578685,0.199999999999995,8.37578685,0.199999999999995,5,"F",0.000725747390312682,0.010963819771361,"0","Grupo B",1,"train"
9,1,2.899,"empate","Japan",5,26.4,79.9,55.5,5,1,1,1,0,20.2,1,3,0,0,0,0,0,1,10,2,6.33,21.88,21.2,-24.4,32.767056,1.72046505340852,32.767056,1.72046505340852,4,"F",0.00343861497001442,0.0106006527813994,"0","Grupo A",1,"train"
39,1,4.23900000000003,"empate","Australia",6,51.1,73.9,48.3999999999999,6,1,1,1,0,-0.7,-4.3,3,0,0,0,0,0,0,15,2,0,0,-5,-25.5,11.12205,15.0283066245003,11.12205,15.0283066245003,4,"F",0.00304495018823527,0.0318609013104937,"1","Grupo B",0,"train"
27,1,60.199,"ganando","France",66,5.9,37.6,52.3999999999999,7,20,20,19,0,0.19,4.49,15,0,0,0,0,1,0,3,12,3.954,7.36368421052632,19.2,14.7999999999999,17.8644062,6.45783614152038,15.607534,3.98120584747887,61,"M",0.0452072395865797,0.386044541638169,"1","Grupo A",0,"train"
118,2,1.78399999999965,"perdiendo","Spain",6,68.1,25.7,7.9,6,1,1,1,0,12.8,-2.5,3,0,0,0,0,0,0,17,2,14.93,0,10.3,-17.7999999999999,21.520456,2.54950975679639,21.520456,2.54950975679639,4,"M",0.00051960594995404,0.0254929155133665,"1","Grupo B",0,"train"
33,1,5.6579999999999,"empate","France",11,34.5,79.9,53.2,5,3,2,0,0,6.37,0,7,0,0,0,0,0,1,10,4,12.9466666666666,0,31.7999999999999,-26.7,19.5672168333333,0,15.681837,0,8,"F",0.00342716546522039,0.0542941008394031,"0","Grupo A",1,"train"
176,2,2.86499999999978,"ganando","Morocco",3,6,44,71.5,3,1,0,0,0,46.5,0,2,0,0,0,0,1,1,3,2,14.1999999999999,0,46.5,27.5,54.023144,0,54.023144,0,3,"F",0.00255663641239194,0.0175340316730977,"0","Grupo A",1,"train"
44,1,13.0799999999999,"empate","Panama",7,20.6,62.7,64.0999999999999,3,3,2,1,0,23.33,6.1,3,0,0,0,0,0,1,10,3,7.05,2.57,71.5,1.39999999999999,37.3252466666666,6.51920240520264,20.5,6.51920240520264,7,"F",0.00863866409796294,0.113088674954885,"1","Grupo A",0,"train"
73,1,2.8789999999999,"perdiendo","Japan",2,5.6,37.5,7.2,2,1,0,0,0,51.3,0,2,0,0,0,0,1,0,3,2,15.59,0,51.3999999999999,-30.2999999999999,60.146904,0,60.146904,0,2,"M",0.00337595392098452,0.0121929728102427,"0","Grupo A",1,"train"
148,2,59.1080000000001,"ganando","Senegal",40,15.2,39.2999999999999,3.79999999999999,6,13,13,9,0,4.47,3.71,11,0,1,0,0,1,0,3,14,5.48692307692307,1.91555555555556,89.7,-35.5,19.2288931538461,8.57772768314811,16.26899,5.97745765355137,37,"M",0.052738553892221,0.402135409219964,"1","Grupo A",0,"train"
97,2,3.11400000000003,"perdiendo","South Africa",8,41.7,78.7,65.9,7,1,1,2,0,0.5,0.75,3,0,0,0,0,0,0,15,1,0.45,1,2,-12.7999999999999,8.21523,2.61981780704569,8.21523,2.61981780704569,6,"F",0.00309433857270904,0.0150193926134634,"1","Grupo A",0,"train"
56,1,2.16700000000014,"empate","Republic of Ireland",4,82.3,0,3.5,4,1,1,0,0,6.2,0,3,0,0,0,0,0,1,21,1,6.58,0,2.9,3.5,9.654015,0,9.654015,0,3,"F",0.00108888617546702,0.020427114868795,"0","Grupo B",1,"train"
